id,creation_date,completed_date,status,total_price,quantity,requester_id,approver_id,send_back_reason_id,supplier_id,item_id,spend_category_id
REQ0010660,07/01/2013,07/04/2013,Approved,788.0,4.0,7,4,,102,7916,12
3173101,11/19/2013,11/19/2013,Approved,213.28,1.0,9,2,,1124,7572,46
4500228227,04/09/2014,04/17/2014,Approved,2624.15,1.0,4,3,,327,7917,23
P1480028,06/30/2015,07/03/2015,Approved,49379.58,1.0,4,1,,2800,7918,15
1ui2f591,07/15/2012,07/31/2012,Approved,17640.0,1.0,9,3,,1296,5235,38
13482019,08/28/2013,08/29/2013,Approved,459.51,1.0,5,1,,2467,7919,19
14IA5018,06/10/2015,07/17/2015,Approved,350000.0,1.0,6,2,,2908,7920,37
SH120034,07/26/2012,08/18/2012,Approved,8.0,1.0,5,2,,120,3221,38
13540032,10/17/2013,10/22/2013,Approved,20.6,20.0,0,4,,1162,7921,41
3171184,09/04/2014,09/14/2014,Approved,2700.0,1.0,9,3,,112,7922,43
4500273590,03/13/2015,03/20/2015,Approved,10075.0,1.0,4,3,,2157,3747,51
4500168051,01/28/2013,02/27/2013,Approved,3895.0,1.0,6,0,,919,7923,19
C440-4061,09/20/2013,09/24/2013,Approved,9.77,1.0,4,0,,2525,7924,28
GP120027,08/27/2012,08/29/2012,Approved,31.02,2.0,1,3,,13,7925,12
PR458099,10/30/2014,11/16/2014,Approved,10605.62,1.0,2,2,,2197,7926,19
4500252440,09/24/2014,10/25/2014,Approved,6816.0,6816.0,2,3,,2114,4805,48
4500212371,12/23/2013,12/29/2013,Approved,12319.4,1.0,2,3,,357,2243,48
S24415000135,10/09/2014,10/13/2014,Sent Back,10755.33,1.0,2,3,862,421,7927,
4500205878,12/31/2013,01/09/2014,Approved,176.3,1.0,7,4,,1874,429,16
2UI2N589,09/02/2012,09/04/2012,Approved,26384.0,1.0,6,4,,1594,7928,4
10-469,01/09/2015,02/05/2015,Approved,1630.64,1.0,5,3,,2392,7929,13
10-1308,07/06/2012,07/13/2012,Approved,16000.0,1.0,6,2,,666,7930,7
4500200432,07/31/2013,08/09/2013,Approved,107.28,12.0,9,4,,1896,7931,23
HC40144-13-2350,03/19/2014,03/22/2014,Approved,1301232.5,1.0,0,4,,1451,7932,33
4500201713,10/01/2013,10/02/2013,Approved,172.4,1.0,5,4,,1814,63,42
44897,08/09/2014,08/12/2014,Approved,9970.0,1.0,9,0,,1126,7933,25
FK120724,04/22/2013,05/13/2013,Approved,4721.2,8.0,7,1,,120,7934,35
4500171034,04/09/2013,04/20/2013,Sent Back,100000.0,25000.0,0,3,863,2999,839,16
3174130,02/07/2014,02/16/2014,Approved,5000.0,1.0,1,1,,1783,7935,
4500272344,03/09/2015,03/11/2015,Approved,7247.79,1.0,2,0,,327,67,0
9.91E+11,11/21/2013,12/05/2013,Approved,5529.84,1.0,6,3,,2548,7936,42
S2856352,06/14/2013,06/16/2013,Approved,12607.25,5.0,9,3,,1964,7937,35
REQ0009201,09/18/2012,10/05/2012,Approved,57.4,1.0,2,4,,1982,7938,49
4500243302,07/18/2014,07/26/2014,Approved,7322.4,1.0,3,4,,2069,7939,39
C390983,04/26/2013,05/03/2013,Approved,166042.86,1.0,4,2,,2678,754,35
CN100010,10/23/2012,11/06/2012,Approved,96668.0,1.0,3,4,,1848,7940,6
4500220523,03/02/2015,03/03/2015,Approved,75.15,1.0,0,1,,1874,3433,16
req0010816,06/26/2013,07/10/2013,Approved,570.0,6.0,6,3,,2681,7941,25
C399-4555,07/17/2014,07/17/2014,Approved,1110.77,1.0,7,0,,967,7942,35
4500224873,06/26/2015,06/26/2015,Approved,105.96,1.0,4,2,,1874,7943,16
4500178953,04/29/2013,05/10/2013,Sent Back,925.0,500.0,6,2,864,529,281,48
SN253253,02/08/2013,02/09/2013,Approved,212.6,4.0,5,1,,1802,7944,19
14-501-0038,08/07/2014,10/23/2014,Approved,2331.0,126.0,9,4,,2375,7945,32
4500208858,03/24/2014,03/29/2014,Approved,51.3,6.0,6,1,,1674,7946,10
4500171777,02/28/2013,03/02/2013,Approved,45678.56,1.0,7,3,,420,7947,35
13HS0019,07/19/2013,07/22/2013,Approved,500.0,1.0,2,1,,427,7948,30
4500167756,01/25/2013,02/14/2013,Approved,926.04,1.0,2,4,,877,7949,0
PO222347,01/09/2013,01/21/2013,Approved,19237.5,40500.0,0,0,,1992,7950,25
4500176663,04/09/2013,05/05/2013,Approved,166.5,5.0,9,4,,327,7951,19
P1310511,06/09/2014,06/23/2014,Approved,206933.0,1.0,2,0,,336,7952,2
FIS 7295-12,06/27/2013,06/29/2013,Approved,83020.0,1.0,9,4,,2943,7953,35
2.214E+11,05/03/2014,05/04/2014,Approved,7265.25,1.0,2,0,,1760,845,35
3pa3y050,01/29/2014,02/03/2014,Approved,5318.67,217.0,9,4,,1995,7954,48
4500226957,04/21/2014,05/08/2014,Approved,2337.0,25.0,2,4,,1662,7955,35
4500183401,06/03/2013,06/05/2013,Approved,2350.0,5000.0,4,1,,136,7956,48
12-89162,07/05/2013,07/05/2013,Approved,0.0,1.0,1,3,,2795,7957,40
P1300251,09/16/2013,09/22/2013,Approved,2136.0,600.0,3,3,,357,7958,12
14IT-1079,04/28/2015,04/29/2015,Approved,12072.92,1.0,1,2,,420,7959,33
3180842,02/27/2015,03/01/2015,Approved,800.0,1.0,9,2,,2418,7960,6
14-G0364,03/05/2015,03/12/2015,Approved,17.28,12.0,1,2,,2392,7961,12
11A1534-A11,04/11/2013,04/13/2013,Approved,433658.0,1.0,5,3,,1999,7754,13
4500193274,08/08/2013,08/14/2013,Approved,51.8,37.0,3,3,,2897,7962,12
4500208021,11/19/2013,12/31/2013,Approved,765.0,100.0,6,4,,2897,7963,12
71223061,05/16/2013,06/01/2013,Approved,3237.5,1.0,7,2,,850,7964,34
4500178815,09/10/2013,09/17/2013,Approved,109357.77,1.0,9,4,,2126,7965,32
PRF 14-0970,01/22/2015,01/27/2015,Approved,554.88,6.0,2,2,,102,7966,12
4500222899,03/06/2014,03/10/2014,Approved,4682.66,1.0,2,0,,327,7967,19
4500233381,09/29/2014,10/02/2014,Approved,55605.0,1.0,2,3,,1988,7968,10
4500216936,01/27/2014,02/26/2014,Approved,193.93,1.0,6,2,,2915,7969,19
CF130858,05/20/2014,06/23/2014,Approved,200.0,1.0,7,0,,1879,7970,35
CC402-4181,02/18/2014,02/22/2014,Approved,3380.6,52.0,6,0,,299,7971,42
4500227642,04/21/2014,04/21/2014,Approved,924.0,300.0,6,4,,837,7972,52
SJC13027,03/07/2014,03/20/2014,Approved,1000.0,1.0,5,2,,1122,7973,7
NO121070,06/24/2013,06/26/2013,Approved,136.5,1.0,0,4,,750,7974,35
4500151237,09/13/2012,09/26/2012,Approved,1683.0,1.0,3,3,,1678,7975,24
4500203721,11/04/2013,11/10/2013,Approved,2911.0,1.0,3,3,,2596,7976,38
4500169426,02/08/2013,03/02/2013,Approved,840.0,5.0,2,4,,462,7977,48
CD0059614,10/23/2014,10/23/2014,Approved,14203.93,1.0,6,1,,3031,7978,32
CF140541,04/21/2015,05/01/2015,Approved,1710.0,1.0,5,4,,963,7979,33
CF130738,06/19/2014,06/24/2014,Sent Back,40.5,1.0,4,1,865,352,7980,35
TA-13258,02/27/2014,03/22/2014,Approved,22095.0,1.0,0,1,,3076,7981,35
4500218574,02/06/2014,02/09/2014,Approved,1005.21,1.0,3,0,,1210,1625,0
14-G0358,03/05/2015,03/20/2015,Approved,36.14,1.0,0,3,,2392,7982,42
50-63-57,11/20/2013,11/23/2013,Approved,3.71,1.0,3,1,,976,7983,12
3169609,05/10/2013,05/24/2013,Approved,7031.06,1.0,7,3,,2927,7984,22
4500171497,05/22/2013,05/31/2013,Approved,14744.4,1.0,0,0,,1678,7985,48
4500231017,05/30/2014,06/03/2014,Approved,18.95,5.0,8,2,,3020,7986,24
4500262423,12/16/2014,12/16/2014,Approved,23.25,15.0,6,0,,1678,7987,12
M5161043,10/29/2014,11/02/2014,Approved,9186.0,1.0,6,1,,1118,790,7
4500211862,12/16/2013,12/20/2013,Approved,7130.31,1.0,8,4,,618,7988,0
PO442557,03/20/2015,03/24/2015,Approved,9.92,32.0,5,1,,2503,7989,9
4500152291,09/20/2012,09/26/2012,Approved,9089.64,1.0,6,1,,136,586,48
CD0194913,06/25/2014,07/17/2014,Approved,6945.5,1.0,6,4,,1380,7990,8
12-G0395,04/15/2013,05/12/2013,Approved,7.7,1.0,2,0,,1374,7991,12
1222600a22,03/25/2013,04/08/2013,Approved,0.0,1.0,2,3,,2915,7992,19
4500217630,11/26/2014,12/21/2014,Approved,176.43,1.0,9,2,,1874,7993,16
2PA3T006,10/22/2013,12/03/2013,Approved,6947.19,1.0,7,1,,767,7994,32
4500229704,04/21/2014,05/20/2014,Approved,1014.0,520.0,9,0,,933,7995,48
10WS0006,01/10/2013,01/28/2013,Approved,264000.0,1.0,7,4,,1999,7996,13
4500179863,05/07/2013,05/07/2013,Approved,23562.59,1.0,6,4,,318,7997,3
SA12 5017,08/14/2012,08/23/2012,Approved,2528.71,1.0,9,0,,251,7998,33
4500172067,03/20/2014,04/01/2014,Approved,3897.6,160.0,9,1,,1827,7999,25
245H3007,02/27/2014,03/09/2014,Approved,368.0,1.0,0,2,,1871,8000,12
REQ0012829,06/04/2014,06/10/2014,Approved,2892.0,4.0,9,2,,485,8001,3
134426,05/30/2014,06/14/2014,Approved,7548.0,1.0,7,0,,2205,8002,7
5600002119,01/14/2014,01/22/2014,Approved,4.0,1.0,3,3,,2957,8003,33
BOE 2012-4065,08/31/2012,09/07/2012,Approved,80285.0,1.0,5,4,,385,8004,45
4500201426,08/27/2013,08/28/2013,Approved,170.26,1.0,9,1,,1874,8005,16
4500240039,06/23/2014,06/25/2014,Approved,293.79,21.0,9,3,,2927,8006,42
REQ0013799,09/18/2014,09/19/2014,Approved,28.36,4.0,1,2,,1744,8007,12
13BS0031,06/26/2015,07/22/2015,Approved,7708.29,1.0,6,4,,668,8008,40
S4856355,06/12/2015,06/13/2015,Approved,3135.0,33.0,6,0,,980,8009,35
3166435,11/13/2012,11/26/2012,Approved,240.0,1.0,2,1,,830,8010,41
p3872AFV,01/06/2014,01/12/2014,Approved,8.46,1.0,2,2,,2133,8011,10
3165478,09/20/2012,09/21/2012,Approved,79.6,5.0,8,3,,2503,8012,41
1UI4F406,07/16/2014,07/17/2014,Sent Back,13055.0,1.0,2,2,866,1594,8013,
REQ0011456,10/17/2013,10/20/2013,Approved,918.05,5.0,8,2,,102,8014,12
04-038,02/08/2013,02/21/2013,Approved,0.0,1.0,6,4,,3010,8015,45
4500148710,08/28/2012,09/03/2012,Approved,4293.0,180.0,8,2,,136,8016,19
1433121,09/23/2014,10/03/2014,Approved,684000.0,1.0,9,3,,192,8017,33
13518094,02/28/2014,03/10/2014,Approved,3134.12,1.0,0,3,,2342,8018,35
3173115,11/19/2013,11/25/2013,Approved,38681.58,1.0,5,4,,2883,8019,35
30297,02/11/2014,02/22/2014,Approved,0.0,18.0,1,3,,750,8020,35
4500276403,04/06/2015,04/10/2015,Approved,11740.0,1.0,2,3,,535,8021,11
C596371,08/14/2014,08/17/2014,Approved,83180.0,1.0,5,1,,1880,8022,35
9167,12/06/2013,12/10/2013,Approved,14253.48,1.0,3,1,,1413,8023,33
4500281079,05/12/2015,05/25/2015,Approved,31536.0,1.0,2,3,,357,8024,34
ARB137602,09/10/2014,09/12/2014,Approved,471.0,1.0,1,2,,357,8025,34
12482135,06/13/2013,06/16/2013,Approved,344.43,9.0,1,4,,3027,8026,0
2660-041500000215-1,01/20/2015,02/07/2015,Approved,10870.0,1.0,8,3,,1678,8027,34
145H4001,08/20/2014,10/04/2014,Approved,7005.5,50.0,4,0,,886,8028,10
HC27069-12-9912,07/30/2013,08/05/2013,Approved,125970.0,1.0,9,0,,2794,8029,45
SA-137-13FT,06/17/2013,06/20/2013,Approved,5175.0,1.0,0,3,,3028,8030,43
4500222023,03/03/2014,03/08/2014,Approved,4350.0,3000.0,6,0,,1480,8031,35
4500161137,01/07/2013,01/09/2013,Sent Back,5670.0,300.0,3,1,867,549,8032,
4500239260,06/18/2014,07/22/2014,Approved,426.72,7.0,9,1,,462,8033,48
C391660,05/10/2013,05/15/2013,Approved,189000.0,15000000.0,3,3,,403,8034,12
CBP058,03/05/2013,03/05/2013,Sent Back,723.7,10.0,4,3,868,352,8035,12
4UI2F456,07/03/2013,07/17/2013,Approved,5520.0,2.0,5,1,,1465,8036,17
POE22496,04/12/2013,04/21/2013,Approved,8275.5,1.0,7,1,,812,8037,10
CF130861,05/20/2014,05/26/2014,Approved,445.68,4.0,0,3,,2303,8038,35
4500199706,07/09/2013,07/16/2013,Approved,143.74,1.0,2,2,,1874,8039,29
4500217810,12/05/2014,12/07/2014,Approved,4230.0,18.0,4,2,,1370,8040,11
WT-14-02,09/22/2014,09/30/2014,Approved,100700.0,1.0,8,2,,269,8041,54
1589506,06/18/2013,06/23/2013,Approved,32925.0,1.0,9,0,,2838,8042,33
4500280974,05/11/2015,05/20/2015,Approved,21.28,8.0,8,2,,165,8043,30
4500160230,11/21/2012,12/18/2012,Approved,122.56,1.0,3,2,,1065,8044,0
4500152479,09/20/2012,09/22/2012,Approved,2755.2,168.0,6,2,,2182,8045,48
CC14-098,06/24/2015,07/10/2015,Approved,0.0,5.0,1,3,,2211,8046,41
4500201426,08/27/2013,09/05/2013,Sent Back,870.51,1.0,5,0,869,1874,74,16
09C-1835,07/17/2012,08/11/2012,Approved,765000.0,1.0,5,1,,1733,8047,18
4500152596,09/21/2012,10/23/2012,Approved,14454.0,1.0,3,1,,1936,8048,48
4500204816,11/26/2013,02/01/2014,Approved,1180.0,4.0,1,3,,885,798,32
CF120969,05/23/2013,05/28/2013,Approved,199.99,1.0,1,0,,1400,8049,35
14-5176,06/17/2014,06/18/2014,Approved,15000.0,1.0,5,3,,752,143,7
4500199215,06/19/2013,07/03/2013,Approved,3980000.0,1.0,9,0,,2342,8050,35
4500218572,12/31/2014,01/02/2015,Approved,83.65,1.0,7,2,,1874,8051,16
4500231840,05/06/2014,05/11/2014,Approved,5077.8,1.0,0,2,,750,8052,35
13-9023,03/26/2013,03/28/2013,Approved,5426.4,16.0,4,0,,102,8053,11
13-64,01/08/2014,02/01/2014,Approved,14174.75,25.0,0,1,,2303,8054,35
4500215576,01/14/2014,01/26/2014,Approved,211.92,1.0,0,0,,2124,8055,19
14-241-0032,02/04/2015,02/26/2015,Approved,25616.13,160.0,5,1,,102,8056,12
4500210113,12/05/2013,12/07/2013,Approved,10734.86,1.0,0,0,,231,8057,46
71031454,03/18/2015,03/18/2015,Approved,1995.0,60.0,5,3,,1871,8058,33
4500280512,05/07/2015,05/09/2015,Approved,104897.0,1.0,5,2,,2777,8059,35
4500193038,01/07/2013,01/25/2013,Approved,18746.0,1.0,1,3,,2466,8060,23
13159,03/26/2014,03/29/2014,Approved,6911.21,1.0,2,4,,102,8061,35
4500183509,06/06/2013,06/16/2013,Approved,3520.0,160.0,4,0,,136,8062,0
4500210118,12/05/2013,12/06/2013,Approved,1240.58,1.0,3,4,,2124,67,19
4500271532,03/04/2015,03/04/2015,Sent Back,32392.2,1.0,3,4,870,352,7099,48
535H4009,02/17/2015,03/06/2015,Approved,159.25,91.0,7,2,,2392,1918,38
4500220523,03/02/2015,03/11/2015,Approved,270.76,1.0,5,4,,1874,8063,16
PR450908,06/23/2015,06/25/2015,Approved,87.0,30.0,4,1,,1213,8064,12
9807,03/27/2015,03/28/2015,Approved,0.0,4.0,5,2,,2953,8065,33
S3635062,02/26/2014,03/05/2014,Approved,20000.0,1.0,7,0,,1377,8066,16
4500198630,06/07/2013,06/24/2013,Approved,277.67,1.0,5,1,,1874,8067,29
076H2035,01/08/2013,01/10/2013,Approved,105.0,1.0,1,4,,1871,7354,12
4500148751,08/28/2012,09/10/2012,Approved,3504.0,2400.0,1,1,,471,8068,47
4500280239,05/05/2015,05/14/2015,Approved,2420.23,1.0,1,1,,2927,63,24
20,04/02/2014,04/18/2014,Approved,23148.0,1200.0,9,0,,40,8069,24
4500204899,11/27/2013,12/05/2013,Sent Back,7.0,1.0,5,2,871,1874,8070,
1UI2E927,09/15/2012,09/25/2012,Approved,30328.0,1.0,4,0,,2650,8071,4
9638,11/19/2014,11/20/2014,Approved,178.4,1.0,0,1,,750,8072,33
318,05/07/2013,05/13/2013,Approved,37095.6,1.0,3,2,,1547,8073,42
REQ0009177,09/19/2012,10/07/2012,Approved,18347.02,1.0,0,4,,1325,8074,
4PA2H331,10/29/2012,12/05/2012,Approved,41779.2,21760.0,1,1,,1150,8075,32
C1500044,06/25/2015,06/26/2015,Approved,50000.0,1.0,3,0,,2130,7487,45
43A0293,06/26/2013,07/10/2013,Approved,7000000.0,1.0,4,4,,187,8076,33
3017-517,04/17/2014,04/20/2014,Approved,4420.0,1.0,9,3,,2663,2188,35
IT 12246,11/26/2012,01/06/2013,Approved,575.0,115.0,1,0,,1705,8077,3
3165305,09/04/2012,09/15/2012,Approved,596.88,1.0,1,2,,1616,2067,54
CF130570,12/01/2014,12/20/2014,Approved,20000.0,1.0,4,4,,530,8078,10
REQ0013550,09/05/2014,09/16/2014,Approved,385.35,3.0,1,2,,13,8079,23
C160-4412,04/24/2014,04/26/2014,Approved,17700.0,60.0,4,2,,1871,8080,52
S3856312,06/19/2014,06/20/2014,Approved,0.0,20.0,6,2,,1964,8081,35
C391969,06/03/2013,06/14/2013,Approved,25864.45,1.0,8,0,,486,8082,35
12518012,08/20/2012,08/20/2012,Approved,420.0,12.0,1,2,,2353,8083,35
4500197248,05/07/2013,05/18/2013,Approved,160.8,1.0,0,1,,1874,8084,29
SN453153,02/11/2015,02/13/2015,Approved,144.62,1.0,8,1,,2197,8085,48
4500151515,09/19/2012,10/07/2012,Approved,13712.4,1.0,6,1,,2182,8086,48
3166003,10/12/2012,10/19/2012,Approved,181.92,48.0,7,2,,2558,8087,27
4500183565,06/03/2013,06/19/2013,Approved,27510.24,4.0,7,0,,1871,8088,12
P1200220,09/25/2012,10/27/2012,Approved,627.9,70.0,1,4,,1792,8089,19
14-7306,06/30/2015,07/04/2015,Approved,15000.0,1.0,8,4,,1743,507,7
07A3871,06/30/2015,08/16/2015,Approved,1500000.0,1.0,1,0,,1373,8090,6
12-05-0576,12/07/2012,12/14/2012,Approved,300000.0,1.0,5,0,,1225,8091,48
P2810ASP,06/05/2013,06/20/2013,Approved,10855.08,23.0,5,0,,674,8092,30
50-64-46,10/22/2014,10/24/2014,Approved,195.78,6.0,3,2,,976,8093,12
V0795,11/07/2012,11/19/2012,Approved,0.0,2.0,2,2,,1336,8094,0
13-G0445,05/21/2014,06/01/2014,Approved,56.16,12.0,7,0,,1316,8095,24
12-G0274,01/24/2013,01/26/2013,Approved,16.35,3.0,0,3,,1374,8096,24
CN130068,07/23/2013,07/27/2013,Approved,569999.74,1.0,2,0,,2075,8097,7
12-861-246,05/03/2013,06/05/2013,Approved,99975.0,4300.0,1,2,,2401,390,35
14-G0321,03/03/2015,03/07/2015,Approved,146.16,36.0,0,0,,357,8098,12
REQ0011877,01/22/2014,02/11/2014,Approved,42146.42,1.0,7,1,,963,8099,33
CF130670,02/28/2014,02/28/2014,Approved,1419.98,2.0,8,2,,1107,8100,23
5600002329,11/08/2012,11/21/2012,Approved,11529690.0,1.0,0,4,,2260,8101,4
4500246276,08/11/2014,09/01/2014,Approved,10255.95,135.0,0,4,,438,8102,5
4500219498,04/20/2015,04/20/2015,Approved,90.56,1.0,6,4,,1874,8103,16
4500225584,03/21/2014,03/24/2014,Approved,4785.0,11.0,8,0,,252,5458,32
REQ0011120,08/28/2013,08/29/2013,Sent Back,25.98,2.0,9,0,872,311,277,8
P1301034,05/14/2014,06/22/2014,Approved,1030.0,200.0,3,3,,1374,8104,23
REQ0011178,10/15/2013,10/18/2013,Approved,18480.0,14.0,3,3,,174,8105,
PO222104,09/07/2012,09/08/2012,Approved,11560.0,4000.0,3,0,,1697,8106,25
50-64-14,07/30/2014,09/09/2014,Approved,1.05,3.0,4,3,,976,8107,12
4500248408,08/27/2014,09/05/2014,Approved,10450.0,38.0,2,1,,252,4760,32
2UI4L531,07/30/2014,08/02/2014,Approved,24159.3,1.0,8,3,,2186,8108,38
SO11281,07/10/2012,07/22/2012,Approved,46.34,1.0,0,4,,1421,8109,15
13-824,03/20/2014,03/30/2014,Approved,1060.0,1.0,7,3,,2456,8110,7
4500267984,02/04/2015,02/26/2015,Approved,183.6,24.0,6,4,,1536,8111,8
SN353034,08/22/2013,08/29/2013,Approved,855.65,5.0,0,3,,327,8112,19
HD250084,01/28/2013,02/15/2013,Approved,2.92,2.0,0,4,,1814,8113,12
3175305,04/09/2014,04/11/2014,Approved,500000.0,1.0,9,4,,188,8114,33
SN353111,01/10/2014,01/20/2014,Approved,4794.15,3.0,3,2,,493,8115,34
1422600A34,06/24/2015,07/15/2015,Sent Back,15526.0,1.0,4,2,873,1678,941,34
3UI4VD01,06/29/2015,06/30/2015,Approved,8259.0,3.0,8,0,,337,8116,20
4500188284,07/03/2013,07/12/2013,Approved,963.0,450.0,0,2,,2711,8117,48
4500237391,06/10/2014,06/12/2014,Approved,11639.88,1.0,7,3,,1536,578,48
13FO1111,10/08/2013,10/24/2013,Approved,79.84,2.0,5,3,,136,8118,54
15-20031,06/29/2015,07/16/2015,Approved,18000.0,1.0,2,1,,103,8119,13
1235710b54,11/14/2012,12/02/2012,Approved,10600.0,1.0,1,4,,1696,8120,39
3PA4C481,04/20/2015,05/01/2015,Approved,6931.25,1.0,6,4,,2392,8121,32
4500207854,02/26/2014,03/18/2014,Approved,80.0,1.0,0,2,,1874,8122,16
S4856342,06/05/2015,06/22/2015,Approved,2596.75,5.0,4,3,,980,8123,35
12518081,04/05/2013,04/06/2013,Approved,6644.0,10.0,7,4,,146,8124,35
PO332414,05/14/2014,06/16/2014,Approved,3480.0,6.0,4,3,,2784,8125,2
REQ0010111,06/10/2013,06/15/2013,Approved,0.0,1.0,1,1,,2041,8126,35
4500178614,05/08/2013,05/10/2013,Approved,24.6,10.0,6,4,,3020,8127,12
4UI2G237,08/16/2012,08/20/2012,Approved,1947.0,1.0,5,2,,983,8128,38
2PA2H3006,08/25/2012,09/20/2012,Approved,22100.0,1.0,1,0,,735,2150,21
4500259400,11/21/2014,12/02/2014,Approved,520.0,13.0,2,0,,252,51,32
4500206133,11/04/2013,11/09/2013,Approved,2300.0,1.0,7,4,,1555,8129,32
3PA2A480,01/25/2013,01/26/2013,Approved,2115.79,523.23,5,0,,2754,8130,16
091H3062,03/06/2014,03/18/2014,Sent Back,51.56,1.0,4,3,874,2503,8131,
7328,09/23/2013,10/05/2013,Approved,150000.0,1.0,8,3,,1450,8132,12
12-861-320,08/15/2013,08/18/2013,Approved,249900.0,2.0,0,0,,1172,8133,35
13560150,02/20/2014,03/03/2014,Approved,28.15,5.0,6,0,,2503,8134,41
4500249761,09/22/2014,10/09/2014,Sent Back,8775.0,1.0,4,3,875,1393,,48
7460,09/23/2013,09/26/2013,Approved,10000.0,1.0,2,2,,88,8135,33
3003-210,09/30/2013,10/05/2013,Approved,337.95,3.0,8,2,,1335,8136,10
2.214E+11,05/07/2014,05/09/2014,Approved,35997.94,2.0,3,1,,2006,8137,0
713,08/28/2014,08/30/2014,Approved,10740.72,1.0,2,1,,2934,8138,53
12-233,01/09/2015,01/20/2015,Approved,11700.0,36.0,1,1,,1290,8139,38
4500222701,04/29/2015,05/20/2015,Approved,2500.0,5.0,1,4,,750,2829,35
CD0041814,09/29/2014,10/11/2014,Approved,6427.87,1.0,4,1,,102,8140,12
14-6-827-254,04/21/2015,04/25/2015,Approved,6596.92,1.0,8,1,,294,8141,12
4500157893,11/01/2012,11/03/2012,Approved,6300.0,1500.0,0,2,,814,8142,19
1363-2014,05/19/2015,05/23/2015,Approved,43750.0,1.0,3,3,,1668,8143,35
14TG0023,04/23/2015,04/25/2015,Approved,8190.0,3500.0,4,4,,2392,8144,35
P1300889,04/02/2014,04/08/2014,Approved,383.94,6.0,9,1,,81,8145,12
7359,08/06/2012,08/07/2012,Sent Back,978.0,1.0,0,2,876,2497,8146,
C12E0015,10/14/2014,10/26/2014,Approved,0.0,1.0,6,3,,1986,8147,20
4500280685,05/07/2015,05/13/2015,Approved,3027.0,1.0,2,2,,1806,8148,35
2014-014,01/21/2015,02/04/2015,Approved,13000.0,1.0,6,3,,2392,8149,15
CDA-12090,12/04/2012,12/20/2012,Approved,208.1,1.0,9,4,,2147,8150,33
4500154128,10/02/2012,10/25/2012,Approved,1953.25,1.0,0,3,,1678,3964,19
3007-073,02/26/2014,03/13/2014,Approved,196.36,1.0,5,2,,2702,2180,10
4500216889,11/04/2014,11/13/2014,Sent Back,6.0,1.0,4,4,877,1874,8151,
4500212412,07/29/2014,08/05/2014,Approved,170.0,1.0,4,2,,635,8152,46
4500201235,09/27/2013,10/22/2013,Approved,4688.3,1.0,4,1,,2124,8153,19
5600004959,12/16/2014,12/16/2014,Approved,500000.0,1.0,6,4,,401,8154,6
IP130058,12/15/2014,12/25/2014,Approved,58000.0,5.0,6,3,,2943,8155,35
14-I0064,02/12/2015,03/11/2015,Approved,349.72,1.0,3,0,,1871,8156,12
3170214,06/11/2013,06/24/2013,Approved,439.11,100.0,9,2,,317,8157,53
13S-3075,03/13/2013,03/16/2013,Approved,5900.0,1.0,9,3,,2990,8158,18
4500274974,03/25/2015,03/27/2015,Approved,337.5,50.0,7,1,,2640,8159,0
CF120046,08/14/2012,08/16/2012,Sent Back,201.96,1.0,6,0,878,120,,35
SN453072,02/02/2015,02/26/2015,Approved,330.75,175.0,8,1,,2475,8160,48
DSC13055,11/20/2013,12/04/2013,Approved,1065.75,1.0,2,4,,761,8161,42
PO-2660-071300000064,09/07/2012,09/20/2012,Approved,228760.0,8170.0,8,4,,1830,553,53
932436,08/16/2013,08/16/2013,Approved,11010.0,1.0,2,0,,2062,143,7
4500207854,02/26/2014,03/12/2014,Approved,430.8,1.0,7,4,,1874,8162,16
AF59794,12/22/2014,01/03/2015,Approved,10707.38,4.0,9,3,,104,8163,10
4500281308,05/14/2015,05/15/2015,Sent Back,2500.0,1.0,0,3,879,945,277,0
4500199079,09/16/2013,09/27/2013,Approved,5727.8,1.0,5,2,,1065,8164,0
ARB135271,10/31/2014,11/22/2014,Approved,329.0,1.0,7,3,,46,8165,30
07-016,03/13/2013,03/26/2013,Approved,0.0,1.0,8,4,,29,8166,45
4500145863,08/08/2012,08/29/2012,Approved,10400.0,13000.0,7,0,,604,8167,1
4500250689,09/12/2014,09/16/2014,Approved,9464.11,1.0,7,2,,1065,67,19
4500203998,10/17/2013,11/01/2013,Approved,406.72,4.0,0,3,,2503,8168,1
4500143723,07/25/2012,07/25/2012,Approved,9575.0,1.0,1,0,,75,8169,27
12-604,07/18/2012,07/27/2012,Approved,700000.0,1.0,3,4,,2072,8170,37
07-65666,10/16/2012,11/10/2012,Approved,97274.0,1.0,1,2,,1999,8171,40
4500173141,03/11/2013,04/02/2013,Approved,36.9,2.0,0,1,,1065,8172,5
SR130149,10/16/2013,10/29/2013,Approved,3270.0,6.0,9,4,,750,8173,35
0123-2013,08/02/2013,08/07/2013,Approved,198927.0,1.0,2,4,,1880,8174,35
P-130488,05/17/2013,05/22/2013,Approved,343.0,7.0,9,1,,1678,8175,32
4500208992,03/26/2014,04/03/2014,Approved,24.95,1.0,3,0,,1874,5599,16
14-256U,06/18/2015,07/03/2015,Approved,50000.0,1.0,0,3,,2392,8176,14
14540034,10/24/2014,10/26/2014,Sent Back,419.2,10.0,6,3,880,2503,8177,
S32113001622,02/05/2013,04/02/2013,Approved,695473.52,1.0,6,3,,15,8178,52
4500238884,06/17/2014,06/18/2014,Approved,6155.55,1.0,7,0,,879,8179,48
